fecha_factura,cantidad,descripcion,valor_unitario,descuento,proveedor,numero_factura
25/01/2024,30.0,CLENOX 40 MG/ML (AMP).,35.593220339,0.0,CORPORACION NUEVA FENIX S.A.C.,E00192220601067936
25/01/2024,1.0,CLOBETASOL CREMA 0.05% ALIDZOL (TBO).,15.6016949153,0.0,CORPORACION NUEVA FENIX S.A.C.,E00192220601067936
26/01/2024,46.0,CLENOX 40 MG/ML (AMP).,35.593220339,0.0,CORPORACION NUEVA FENIX S.A.C.,E00192420601067936
26/01/2024,44.0,CLENOX 40 MG/ML (AMP).,35.593220339,0.0,CORPORACION NUEVA FENIX S.A.C.,E00192520601067936
26/01/2024,60.0,TELMISARTAN 80 MG - TELMIPRESS (TAB).,4.3644067797,0.0,CORPORACION NUEVA FENIX S.A.C.,E00192620601067936
29/01/2024,46.0,CLENOX 40 MG/ML (AMP).,35.593220339,0.0,CORPORACION NUEVA FENIX S.A.C.,E00193720601067936
29/01/2024,44.0,CLENOX 40 MG/ML (AMP).,35.593220339,0.0,CORPORACION NUEVA FENIX S.A.C.,E00193820601067936
29/01/2024,45.0,CLENOX 40 MG/ML (AMP).,35.593220339,0.0,CORPORACION NUEVA FENIX S.A.C.,E00193920601067936
29/01/2024,15.0,CLENOX 40 MG/ML (AMP).,35.593220339,0.0,CORPORACION NUEVA FENIX S.A.C.,E00194020601067936
29/01/2024,180.0,TELMISARTAN 80 MG - TELMIPRESS (TAB).,4.3644067797,0.0,CORPORACION NUEVA FENIX S.A.C.,E00194020601067936
31/01/2024,60.0,TELMISARTAN 80 MG (TAB).,4.3644067797,0.0,CORPORACION NUEVA FENIX S.A.C.,E00194220601067936
31/01/2024,45.0,CLENOX 40 MG/ML (AMP).,35.593220339,0.0,CORPORACION NUEVA FENIX S.A.C.,E00194320601067936
31/01/2024,30.0,CLENOX 40 MG/ML (AMP).,35.593220339,0.0,CORPORACION NUEVA FENIX S.A.C.,E00194420601067936
31/01/2024,2.0,ACEPONATO DE METILPREDNISOLONA 0.1% - LIDERMA (TBO).,46.9491525424,0.0,CORPORACION NUEVA FENIX S.A.C.,E00194420601067936
31/01/2024,120.0,TELMISARTAN 80 MG (TAB).,3.3050847458,0.0,CORPORACION NUEVA FENIX S.A.C.,E00194420601067936
